,dates,headline,section_name,abstract,Format_date,Tag
9,2003-07-15T05:00:00+0000,But is it O.K. to chew gum while bar dancing?: Singapore lets its hair down,World,"SINGAPORE:—  It was midnight at Carnegie's, an Irish-theme pub in the heart of Singapore's Chinatown, when a young woman clambered onto the bar, stood up amid the ashtrays and cocktails, and started shaking her suede miniskirt to 2 Live Crew's hip-hop sexual anthem, ""Me So Horny."" ",7/15/2003,
0,2003-06-19T05:00:00+0000,"Little Progress on Peace, but Reports of an Israeli Pledge",World,"Talks between Palestinian Prime Min Mahmoud Abbas and Hamas and other Islamic militant groups continue for second day with no apparent progress, amid reports that Israel has promised United States to confine assassinations to militants it believes are about to carry out attacks; both Israeli and Palestinian officials say they hope upcoming visit by Sec of State Colin Powell will break logjam; funeral is held for 7-year-old Israeli girl killed by Palestinian gunman, attack for which Al Aksa Martyrs Brigades and Popular Front for Liberation of Palestine have both claimed responsibility; suicide bomber blows himself up and kills one Israeli in village of Sde Trumont; photo (M)",6/19/2003,
1,2003-07-04T05:00:00+0000,Tribunals Move From Theory to Reality,World,Pres Bush's designation of six prisoners at Guantanamo naval base are eligible for trials before military commissions is incremental but significant step in turning theoretical possiblity into practical reality (S),7/4/2003,
2,2003-05-30T05:00:00+0000,"A Year After Vowing Change, Burmese Junta Hardens Line",World,"Government of Myanmar has kept almost none of promises it made year ago when it freed opposition leader Daw Aung San Suu Kyi from 19 months of house arrest; anniversary of her release is marked by new tensions between government and opposition and by some of most pessimistic remarks she has made in years; promised political dialogue has failed to materialize, and though government claims to have freed 500 political prisoners, United States State Dept estimates that 1,300 are still being held; in recent months government has made number of new arrests; Aung San Suu Kyi, in public appearances, finds organized, armed crowds surrounding and threatening her supporters; photo (M)",5/30/2003,
3,2003-04-01T05:00:00+0000,"After 11 Days of War, Anticipation and Reflection",World,"Second article on Sgt Jennifer M Raichle in Tours of Duty series, which will periodicallly revisit her and others serving in Iraq war; photo (M)",4/1/2003,
4,2003-07-20T05:00:00+0000,Iraqi Shiites Protest in Formerly Calm Najaf,World,"Protests erupted after Sayyid Muqtada Al-Sadr, the scion of a clan of clerics and a supporter of Iranian-style theocracy in Iraq, said U.S. forces were encircling his home.",7/20/2003,
5,2003-05-17T05:00:00+0000,Suicide Bombs Kill at Least 14 In Casablanca,World,"At least 14 people are killed in several explosions in Casablanca, Morocco, as attackers use car bombs and detonate another device to strike Jewish, Spanish and Belgian targets; Interior Min Mostafa Sahel tells reporters that attacks 'bear the hallmark of international terrorism'; says that 10 suicide bombers were also killed anddddthat 60 other people were injured (M)",5/17/2003,
6,2003-04-14T05:00:00+0000,"Attacks Riddle Afghanistan, Including Shootings and Explosions",World,Opponents of Afghan government continue attacks; most violent incidents occur along border with Pakistan and in Kabul; relatives of Kandahar Gov Gul Agha Shirzai are attacked and governor's spokeman blames Pakistani authorities for harboring Taliban; map (M),4/14/2003,
7,2003-02-17T05:00:00+0000,No Big Problems on First Day as London Starts Charging Drivers,World,London's bold new program to control traffic by charging motorists to drive in to the center of town started off smoothly.,2/17/2003,
8,2003-02-27T05:00:00+0000,Thousands Protest in Cairo Against a U.S.-Led War on Iraq,World,Egyptians gathered today in Cairo's main stadium for one of the largest tolerated protests in the country in years.,2/27/2003,
9,2003-06-01T05:00:00+0000,No Headline,World,"The Rolex store on Rue du Rh&#244;ne, Geneva's equivalent of Rodeo Drive, was not to be outdone by its neighbors.     It was not enough to board up the front door and the plate glass windows with knotty pine planks painted yellow and to disguise all identifying signs. Rolex also ringed its second story with garlands of barbed wire.  ",6/1/2003,
0,2003-02-17T05:00:00+0000,"Starting Today, Driving in London Is Pound Foolish",World,"Plan to reduce number of cars clogging London streets is set to take effect; motorists driving to central London during business hours will have to pay 5 pounds, about $8; Mayor Ken Livingstone has staked his political reputation on success of program, saying he expects it to cut traffic by 10 to 15 percent, but many Londoners are vehemently opposed; other cities in Europe and United States are scrutinizing program; questions about technology, which relies on network of video cameras, are rife; details of plan noted; map; photos (M)",2/17/2003,
1,2003-06-14T05:00:00+0000,CONTEMPORARY ART:A SPECIAL REPORT : The irresistible glitz and lure of Contemporary creation,World,"NEW YORK—  Everybody is rushing to buy Contemporary art these days. It is the hottest game in town. At Christie's on May 13, they sold $68.78 million, $10 million more than Impressionist and Modern art a week earlier. Buyers feel comfortable with it because it looks so familiar. Many of the art works were the kind of stuff you see in kitchens and bathrooms. Only it's Art, and that makes them more expensive. ",6/14/2003,
2,2003-04-13T05:00:00+0000,Marines Ready for Anything in a Holdout City,World,"Bitter history between Turks and Kurds could threaten stability of region in future; many Turks maintain profound suspicion that Kurds in Iraq, and Kurds in Turkey have long wanted their own state, one that could ultimately claim territory from Turkey; in that view, Kurdish control of Kirkuk and nearby Iraqi city of Mosul, both rich with oil, could be first, pivotal step in process; American diplomats call Turkish government official to assure them that allied forces will take control of situation in Kirkuk, city into which Kurdish forces have streamed this week (M)",4/13/2003,
3,2003-06-27T05:00:00+0000,World Briefing | Americas: Brazil: Court Bars A Guggenheim Museum,World,"Rio de Janeiro (Brazil) court rules work must stop on $160 million Guggenheim Museum branch being built on waterfront site in city because contract violates Brazilian law; Mayor Cesar Maia says city will appeal ruling, but expresses doubt about project's future (S)",6/27/2003,
4,2003-03-31T05:00:00+0000,Army Says U.S. Troops Killed 7 Iraqi Women and Children,World,Seven women and children were killed by U.S. soldiers after a vehicle in which they were riding failed to stop when troops waved them down and fired warning shots.,3/31/2003,
5,2003-05-10T05:00:00+0000,Correspondent Is Killed in Iraq In a Car Crash,World,"Elizabeth Neuffer, award-winning correspondent for Boston Globe, is killed along with translator when car hits guard rail near Samarra, Iraq (S)",5/10/2003,
6,2003-07-02T05:00:00+0000,"In Day of Violence in Iraq, Attacks From All Directions",World,"Iraq's plague of violence shows no signs of abating, as US soldiers confront angry and vengeful Iraqis and unpredictable attacks in sweltering heat; six US soldiers are wounded in two separate attacks, four Iraqis are killed at checkpoints and huge explosion kills at least five people at mosque in Falluja; Abdullah Mahmoud al-Khattab, chief of Saddam Hussein's tribe, is shot to death in Tikrit (M)",7/2/2003,
7,2003-06-09T05:00:00+0000,Afghan Youth's Death Raises Kabul Bombing Toll to Five,World,"Afghan teenager wounded in suicide car bomb attack on German peacekeepers dies, bringing to five those killed in attack; is lone Afghan casualty, apart from bomber; four German soldiers are killed and 31 wounded; it is worst attack on international peacekeeping force in 18 months it has been deployed in Kabul and surrounding area; photo (M)",6/9/2003,
8,2003-03-01T05:00:00+0000,World Briefing: Europe,World,FRANCE: Antiracism Campaign In Schools; CYPRUS: U.N. Extends Deadline On Peace Deal; THE HAGUE: American To Lead Tribunal; GERMANY: Dogs Bite Cars;.,3/1/2003,
9,2003-03-29T05:00:00+0000,Odd Vessel Serving Allies As Truck Stop That Floats,World,"HSV-X1 Joint Venture, 315-foot-long aluminum-hull catamaran, has become seaborne forward operating base for Navy special operations forces that are helping to clear southern Iraqi waterways of Iraqi ships and mines; it transports special equipment, including spare parts for Naval Special Warfare boats monitoring waterway that links Umm Qasr to Tigris River to north and Persian Gulf to south; work of small boats is critical to securing port so relief supplies can be brought in safely (M)",3/29/2003,
0,2003-03-30T05:00:00+0000,U.S. Convoy Is Ambushed; 2 Americans Are Killed,World,Two American soldiers are killed and one is wounded when convoy of Special Forces unit is attacked in southwestern Afghanistan; names of dead are being withheld pending notification of families; Americans have suffered 18 casualties in Afghanistan since Oct 2001; local police chief Muhammad Wali Khan blames Taliban or Al Qaeda for attack (M),3/30/2003,
1,2003-04-24T05:00:00+0000,Iraqis Tell of a Reign of Torture and Maiming,World,"Many victims of Saddam Hussein's regime are coming forward with stories of being maimed and tortured; describe network of Baath Party informers, intelligence service investigators, secret police operatives and Fedayeen Saddam, run by Hussein's eldest son Uday, who preyed on populace to snuff out dissent; many victims are Shiite Muslims, who presented constant potential threat to Hussein's secular but Sunni-dominated government; their missing body parts--eyes, ears, toenails and tongues--are visible legacy of reign of terror; photos (M)",4/24/2003,
2,2003-05-13T05:00:00+0000,Israel Seals Off Gaza After Brief Opening Meant to Ease Plight of Palestinian Workers,World,"Israel seals off Gaza Strip despite pledge to ease Palestinian hardships, and Palestinians say Israeli soldiers killed three Palestinians; Palestinian officials say weekend visit by Secretary of State Colin L Powell has failed to generate any real momentum for new Middle East peace plan; Powell says he would be satisfied for now if two sides could begin taking some of smaller steps outlined in plan while discussing their differences on larger issues, but even that limited goal runs into problems; Israel opens Gaza Strip but then closes crossing after military officials cite intelligence information warning of possible Palestinian attack; photo of relatives mourning Saleem Abu Arjah, Palestinian militant whom Israeli Army claims was shot while trying to plant explosive device (M)",5/13/2003,
3,2003-04-05T05:00:00+0000,"Americans Pour Into Baghdad's Airport, a Suicide Bomb and Iraqi Defiance",World,Roundup of latest developments in war in Iraq (M),4/5/2003,
4,2003-03-22T05:00:00+0000,Satellites give a new life to old weapons : U.S. air strikes get boost from use of smart bombs,World,PARIS:—  The massive U.S. air onslaught across Iraq on Friday was possible only because the bombers could drop hundreds of tons of smart bombs that are now available and can be used by the U.S. Air Force to mount attacks on a scale unattainable with cruise missiles. ,3/22/2003,
5,2003-04-30T05:00:00+0000,U.S. Force Said to Kill 15 Iraqis During an Anti-American Rally,World,"US soldiers stationed in school in Falluja, Iraq, exchange fire with anti-American demonstrators; Iraqis report 15 people killed, charging unprovoked attack; soldiers say they were fired on first and then carefully counterattacked; 65 people reported wounded in incident on Saddam Hussein's birthday; soldiers are later taunted and pelted with stones; photos; nine people are killed and 29 injured in Mosul as Iraqis celebrating Hussein's birthday fire guns into air; US reports 3 Iraqis killed in city after firing repeatedly on troops; Walid Hamid al-Tikriti, former governor of Basra and 44th on US most-wanted list, reportedly surrenders in Baghdad; Falluja incident began with demonstrators in Sunni city shouting pro-Hussein slogans, after night of gunfire and rock-throwing; US officers say they responded to direct fire from nearby houses and demonstrators, aiming only at people with weapons; school and houses are pocked with bullet holes (M)",4/30/2003,
6,2003-04-02T05:00:00+0000,Cheers and Smiles for U.S. General in Captured City,World,"Maj Gen David H Petraeus ventures few blocks into town of Najaf, Iraq, and is greeted by residents with cheers and smiles in what constitutes welcome break for American forces who have encountered generally sullen or hostile reception from mainly Shiite population of southern Iraq; Petraeus says Army's 101st Airborne Division is poised to seize full control of Najaf in next day or so, which would make it first significant town to fall unambiguously in US hands; photo (M)",4/2/2003,
7,2003-06-02T05:00:00+0000,"In Monaco, glamour in the fast lane",World,"MONACO:—  Take a fabulous and unique diamond. Add a royal family, a black-tie ball, fashion models and movie stars, Ferraris and Jaguars and spacious yachts. Throw in an exclusive three-night party with star disk jockeys, dancers and circus acts. ",6/2/2003,
8,2003-03-25T05:00:00+0000,Canadian Mix of Both Jeers and Cheers for the U.S.,World,"Relations with the United States is Canada's national psychic quandary, one that produces great ambivalence and sometimes even hostility.",3/25/2003,
9,2003-04-26T05:00:00+0000,"On a Friday in Baghdad, Shiites Gather for Prayer for First Time in Four Years",World,"Thousands of Shiite Muslims, some sobbing with emotion, prostrate themselves in prayer before largest mosque in Baghdad's main Shiite neighborhood as part of Shiites' first mass prayer meeting in city in four years; estimated 8,000 people crowd around Al Mohsen Mosque; photo (M)",4/26/2003,
0,2003-04-01T05:00:00+0000,"Failing to Heed Warning, 7 Iraqi Women and Children Die",World,"American soldiers kill seven women and children in van that fails to stop at checkpoint near Najaf, Iraq, when troops wave it down and fire warning shots; investigation of incident is under way; security has been tightened since recent attacks on soldiers, including those by suicide bombers; guards follow tight procedures, first asking driver to halt, followed by warning shot if driver continues, then aiming at vehicle, and finally shooting to kill driver (M)",4/1/2003,
1,2003-03-11T05:00:00+0000,World Briefing | Asia: Hong Kong: Budget Official Avoided New Tax,World,"Hong Kong Financial Secretary Antony Leung sidesteps $24,000 in new taxes by purchasing car before he announced tax start date; Leung's wife, former Olympic diver Fu Mingxia, was expecting first child; he holds car purchase was timed in preparation for growing family; will donate $48,000 to charity as apology; photo (S)",3/11/2003,
2,2003-06-08T05:00:00+0000,"Along Korean DMZ, G.I.'s Ponder Order to Pull Back",World,"American soldiers stationed along Korean demilitarized zone ponder news that Pentagon plans to gradually roll up 'tripwire,' 50-year-old placement of troops between Seoul and North Korean border; photos; 14,000 soldiers of Second Infantry are to leave some two dozen small bases and concentrate at division headquarters and Camp Casey (M)",6/8/2003,
3,2003-04-01T05:00:00+0000,"Men From Texas, on Call in Kuwait, Cap Well Fires in Southern Iraq",World,"Campaign to save vast oil fields in southern Iraq is unequivocal success in war; allied forces report that they are in control of infrastructure of pipelines, pumping stations and 600 wells, helping keep prices under $30 a barrel; 13 technicians from Texas company of Boots & Coots are in Iraq battling blazing oil fires; technique described; photo (M)",4/1/2003,
4,2003-02-28T05:00:00+0000,Thousands of Egyptians Fill Cairo Stadium for a Protest Against a U.S. War in Iraq,World,"Tens of thousands of Egyptians gather in Cairo's main stadium for largest protest so far in Arab world, outside Iraq, against American-led war to topple Saddam Hussein; Egyptian authorities, who have arrested dozens of earlier demonstrators against war in Iraq, sanction latest rally in what appears to be effort by Pres Hosni Mubarak's government to carefully modulate public anger over prospect of conflict; photo (M)",2/28/2003,
5,2003-03-29T05:00:00+0000,Bombing May Signal the Future Use of Guerrilla Tactics,World,A Iraqi suicide bomber killed four U.S. soldiers today by luring them to his taxi cab at a checkpoint north of Najaf and then detonating an explosive.,3/29/2003,
6,2003-06-01T05:00:00+0000,"Witness to Auschwitz Evil, Bush Draws a Lesson",World,"Pres Bush and his wife, Laura, tour Nazi death camps at Auschwitz and Birkenau in Poland, and Pres Bush calls them sobering reminder of power of evil and need for people to resist evil, a comment clearly intended for European opponents of decisive military action against Iraq; Condoleezza Rice, his national security adviser, is more blunt in talks with European journalists, accusing America's traditional allies of portraying US as perhaps even more dangerous than Saddam Hussein; photo (M)",6/1/2003,
7,2003-05-21T05:00:00+0000,Kenya Is on Terrorism Alert After Reported Sighting of Suspect in 1998 Embassy Bombings,World,Kenya is on terrorism alert after reported sighting of elusive suspect in previous attacks on US and Israeli targets; travel advisory and warnings to Americans issued; photo; Fazul Abdullah Mohammed is wanted in 1998 US embassy bombings in Kenya and Tanzania (M),5/21/2003,
8,2003-02-05T05:00:00+0000,Moscow Journal; Capitalism Spawns a New Leisure Class: Mall Rats,World,"Moscow Journal on young 'mall rats' who frequent 21 malls that have sprung up in Moscow area, as raw capitalism has replaced agony of Soviet-style shopping; teenagers do not remember drab stores, long lines and shortages as they feast on American culture; photos; survey finds mall shoppers are ages 25 to 45, mostly from upper end of Moscow's midwage earners (M)",2/5/2003,
9,2003-03-02T05:00:00+0000,A Pivot Point for the Middle East,World,"James Bennet analysis of obstacles on 'road map' to Israeli-Palestinian peace envisioned by Pres Bush, particularly Yasir Arafat's refusal to step aside as Palestinian leader and Prime Ariel Sharon's creation of new right-wing Israeli government with participation of two parties that oppose any Palestinian state (M)",3/2/2003,
0,2003-03-29T05:00:00+0000,Five U.S. Soldiers Killed in Iraqi Suicide Bombing,World,A Iraqi suicide bomber killed five U.S. soldiers from the First Brigade today by luring them to his taxi cab at a checkpoint north of Najaf and then detonating an explosive.,3/29/2003,
1,2003-03-20T05:00:00+0000,"Watching Intently as a War Is Born 6,000 Miles Away",World,"After months of diplomacy and ominous words from Washington, there was some shrugging acceptance now that the moment for action had come.",3/20/2003,
2,2003-07-26T05:00:00+0000,Uday's Trove: To Remember or Forget?,World,"Goods from Uday Hussein's extensive estate remain in locked warehouses and storage rooms in main palace, Baghdad, that American-led alliance uses as headquarters; much of collection will be auctioned off in coming months, with proceeds used to repair damage done by Saddam Hussein's violent older son; some items may be retained for museum or documentary record of Saddam Hussein's rule; photo (M)",7/26/2003,
3,2003-03-24T05:00:00+0000,"As Bolivian Miners Die, Boys Are Left to Toil",World,"Estimated 800,000 children work in Bolivia, with thousands toiling in some of riskiest work, notably in mining industry; those under 18 yers of age are banned from dangerous jobs, but government lacks resources to crack down and families say economic situation is so bad that children need to work; situation in silver mines of Potosi, where thousands of children increasingly work mines as older miners slowly die from lung disease, discussed; photos; map (M)",3/24/2003,
4,2003-05-31T05:00:00+0000,Frugal Japanese Dig Into Savings,World,"Japanese, long known for frugality and saving, feel effects of decade of recession and find they are dipping into savings to make ends meet; rapidly aging society is partly responsible, as fewer workers are paying taxes and, by 2010, more than 22 percent of population will be at least 65 years old; Japan is already most heavily indebted nation in developed world; working families, suffering from economic stagnation and deflation, are saving less; photo; graph shows household savings rate; chart of savings of various age groups (M)",5/31/2003,
5,2003-05-01T05:00:00+0000,World Briefing | Europe: Northern Ireland: Britain Still Wants More,World,British and Irish governments will not continue with peace process to re-establish Northern Ireland Assembly despite reassurance by Sinn Fein leader Gerry Adams that IRA will not engage in any paramilitary activities; seek unequivocal non-violence agreement before proceeding (S),5/1/2003,
6,2003-05-08T05:00:00+0000,"Tel Aviv Journal; Shunning Tragedy, Filmmaker Is Caught in One",World,"Jack Baxter, American filmmaker, is injured in Apr 30 suicide bombing of beachfront club in Tel Aviv; he was in midst of filming documentary not about relentless Middle East conflict but about young Israelis hanging out at their favorite haunts; he sought to focus on how Israelis insist on clinging to normality, and having fun, despite crisis that never ends; Baxter says from his hospital bed that he intends to finish his film; photos (M)",5/8/2003,
7,2003-04-17T05:00:00+0000,"A Passover Anniversary, Observed by the Maimed",World,"Survivors of suicide bombing of dining room in Park Hotel in Netanya, Israel, during Passover Seder on Mar 27, 2002, are invited back, along with other Israeli victims of Palestinian violence, for another Seder meal that begins week of Passover; Park Hotel bombing was deadliest Palestinian attack in 30 months of fighting, killing 29 and wounding many others; it was reason for punishing Israeli military incursion into West Bank that has defined Middle East conflict to this day; since Park Hotel bombing, which capped wave of bombings, Israeli Army has maintained almost permanent presence in and around Palestinian cities; tough policy has dramatically reduced suicide bombings; photos; map (M)",4/17/2003,
8,2003-05-02T05:00:00+0000,"Kyrenia Journal; Beware These Greeks? No, They're Bearing Cash",World,"Greek Cypriots rush to visit Kyrenia after Turkish Cypriots ease travel across buffer zone that had divided island since 1974; many come to celebrate in little port, eating, drinking and shopping; Turks are joining them as though there never was war that tore them apart; photo; map (M)",5/2/2003,
9,2003-03-30T05:00:00+0000,Seeing Face Of Real War In the Devil Of Details,World,"Troops with 101st Airborne Division take Iraqi prisoners to interrogation area near Najaf; ordinary confusions of war persist, including misplaced prisoners and missing gear; troops have encircled Najaf, but have not yet entered city as waves of Iraqi paramilitary fighters in town carry out waves of attacks that have managed to keep Americans at bay (M)",3/30/2003,
0,2003-02-12T05:00:00+0000,World Briefing: Americas,World,COLOMBIA: Rebels Demand Own Zone; COLOMBIA: U.S. Experts Help At Bomb Site;.,2/12/2003,
1,2003-03-01T05:00:00+0000,Austrian Chancellor Turns Again to Far-Right Party to Form a Government,World,"Austrian Chancellor Wolfgang Schussel, four months after election regarded as rebuke to far-right leader Jorg Haider, reaches agreement with Haider's Freedom Party to revive coalition government; names Ursula Haubner, Haider's sister, as deputy minister for family issues; photo (M)",3/1/2003,
2,2003-05-15T05:00:00+0000,U.S. Military Chief Vows More Troops to Quell Iraqi Looting,World,"Lt Gen David D McKiernan, top American military commander in Iraq, vows to greatly increase number of troops in streets of Baghdad and to take tougher action against looters; warns that it will take time to end near-anarchy of violence and destruction in capital; military officials are facing baffling diversity of missions in restoring postwar order; map (M)",5/15/2003,
3,2003-04-09T05:00:00+0000,"Israeli Missiles Kill 7, Including a Hamas Leader, in Gaza City",World,"Israeli aircraft fire missiles in Gaza, killing at least seven people, including Hamas leader Said Aldin al-Arabid, who was accused of directing dozens of attacks on Israelis; 14-year-old bystander is also killed and 47 people wounded (S)",4/9/2003,
4,2003-03-27T05:00:00+0000,Canadians of Two Minds Over Neighbor to the South,World,"Canadian emotions and policies toward United States are often characterized by ambiguity, and current crisis over war in Iraq is no exception; Prime Min Jean Chretien wavered for months on issue of whether Canada would join United States and Britain in invading Iraq without explicit approval from United Nations Security Council; two days after first day of allied bombing, he finally defined Canadian policy by saying no Canadian troops would fight in war; but more than 50 Canadian air and ship technicians are stationed at allied headquartersin Qatar and at sea with American Navy ships; Canadian destroyer and two frigates are patrolling in Persian Gulf, available in an emergency (M)",3/27/2003,
5,2003-03-18T05:00:00+0000,World Briefing: Asia,World,HONG KONG: Financial Chief Urged To Quit; SRI LANKA: Tension Before Talks Resume;.,3/18/2003,
6,2003-02-22T05:00:00+0000,THREATS AND RESPONSES: The New Capitalists; Western Investment Provides A Bonanza for East Europe,World,"Foreign investments is pouring into Eastern Europe, record $30 billion in 2002 alone; many American executives believe Eastern Europe is hungrier and more ready for innovation than countries of Western Europe, whose slow-moving economies are too hidebound and cosseted to pine for growth; hope to get toehold in Eastern Europe on expectation that its economies can only expand as they are drawn into single market of European Union; photo (M)",2/22/2003,
7,2003-07-23T05:00:00+0000,"On Alert for an Attack, Israeli Police Shoot 2 Unarmed Arabs",World,"Israeli police, on high alert for possible terror attack, shoot two unarmed Arab men trying to flee in car similar to one being sought by security forces; one is killed, second wounded (M)",7/23/2003,
8,2003-05-26T05:00:00+0000,Giants of Iraqi History Linger In Pieces of Plaster and Bronze,World,"Arts Directorate foundry, which made huge statues of former Iraqi Pres Saddam Hussein on display around country, is now littered with plaster and bronze shards of plundered works; one was shattered by employees themselves, many of whom are trained artists, lest looters or anyone else think factory somehow revered Hussein; photos (M)",5/26/2003,
9,2003-04-13T05:00:00+0000,"At a Tea Shop in Cairo, Disbelief Over War Reports",World,"Men at tea shop in central Cairo express disbelief at reports coming from Iraq, such as Iraqis stamping and spitting on fallen statue of Saddam Hussein, and American marines being welcomed in central Baghdad; photo (M)",4/13/2003,
0,2003-03-20T05:00:00+0000,Kabul Journal; The Afghan Elvis 'Lives' 24 Years After His Death,World,"Efforts are under way to restore grave of Ahmad Zahir, Afghanistan's most beloved pop musician; he has been dead 24 years but his legend has magnified over years, even as Taliban destroyed monument to him; his songs recall freer prewar Afghanistan, far less ethnically polarized than it is today; he won fans in all ethnic groups; his sister Zahira Zahir says he was killed by Afghan Communists, who objected to song he sang that suggested Afghanistan was living in slavery; photos (M)",3/20/2003,
1,2003-04-12T05:00:00+0000,An Italian Traveler Is Slain By Taliban in Afghanistan,World,"Italian tourist is shot and killed in taxi on main road in southern Afghanistan, apparently by Taliban gunmen; this is second such killing of foreign civilian in region in two weeks (M)",4/12/2003,
2,2003-05-16T05:00:00+0000,London Journal; Mothball the Fusty Legal Regalia? Britons to Judge,World,"British public is being asked to give its opinion on whether court officers should continue to wear traditional clothing like gowns, girdles, stockings and wigs; choices presented on government Web site are for judges hearing civil or family cases; photos (M)",5/16/2003,
3,2003-04-15T05:00:00+0000,"Taking Over City Hall, Local Cleric Won't Leave",World,"Shiite cleric Sayed Abbas has ensconced himself in Kut, Iraq, city hall after appointing himself mayor, and he refuses to leave; some 300 Iranian Shiites he hired for protection stage demonstration in opposition to Ahmad Chalabi, leader of Iraqi National Congress who some officials in Bush administration favor to lead interim government in Iraq; Abbas is said to be local leader of Supreme Council for the Islamic Revolution in Iraq, political party that was outlawed by Saddam Hussein and that has ties to Iran; Abbas is most visible of array of men of questionable social stature with ties to foreign political parties who are stepping uninvited into power void in towns and villages across southern Iraq (M)",4/15/2003,
4,2003-02-18T05:00:00+0000,More Than 120 Die in Arson Attack on South Korean Subway,World,Witnesses said that a 56-year-old man with a record of mental illness had set the fire by lighting a flammable liquid.,2/18/2003,
5,2003-07-24T05:00:00+0000,Palestinians And Israelis Still Far Apart On Prisoners,World,"Israel and Palestinians remain far apart on issue of Palestinian prisoner releases despite continuing talks; special committee convened by Prime Min Ariel Sharon recommends release of group of prisoners whose cases have been reviewed by Shin Bet, Israel's security service; that list now has 520 names, up from 350 that were approved by Sharon's cabinet on July 6; no date has been set for releases; Palestinians seek release of all prisoners held by Israel, reportedly 6,000 people; release of Palestinian prisoners is not part of Middle East peace initiative, but Palestinian Prime Min Mahmoud Abbas has made it top priority and is expected to raise issue at his meeting with Pres Bush on July 25; Sharon says Palestinian leadership has moved to prevent terror and incitement but has not moved to dismantle terrorist organizations or their infrastructure (M)",7/24/2003,
6,2003-04-10T05:00:00+0000,Israeli-Palestinian Clashes Leave Six Dead,World,"In a trio of stealth attacks today, two Israeli soldiers and four Palestinian militants were killed in the West Bank and the Gaza Strip.",4/10/2003,
7,2003-07-22T05:00:00+0000,Japan Faces Burden: Its Own Defense,World,"First article in The New York Times series Can Japan Change? discusses country's debate over becoming what it calls 'normal nation,' armed and able to defend itself after half-century under US-written Constitution that renounces war as tool of diplomacy; discussion includes possibility of acquiring nuclear weapons, sacred taboo since World War II and one with huge impact on region once traumatized by Japanese military; security during long postwar boom rested on US protection and deep pockets that could buy country's way out of problems; China's expanding power is growing concern, but most immediate spur to change is North Korea, which has ballistic missiles and is pursuing nuclear warheads; military analyst Nisohachi Hyodo discusses his four-year plan for nuclear armament; photos; graph (M)",7/22/2003,
8,2003-06-12T05:00:00+0000,Vandalism and 'Improvements' Mar Great Wall,World,"Chinese experts survey 101 sites along Great Wall, China's most cherished landmark, and voice alarm at what they find; in western regions, where Wall was largely constructed of mud, erosion has weathered it and sand has buried it in many areas; in eastern portion of Wall, human activities have caused most damage: graffiti on Wall at site near Beijing, and portions of Wall bulldozed in Inner Mongolia to make way for construction; in many locations, Wall has been gussied up with Disney-like creations, in misguided local attempts at 'renovating' ancient Wall to bring tourism into area; Great Wall traverses nine provinces and 100 counties; photo; map (M)",6/12/2003,
9,2003-06-12T05:00:00+0000,"Israel Presses Its Assault on Hamas, Killing Leader in Gaza",World,"The toll from the Israeli attack in Gaza today also included the Hamas militant's wife, 3-year-old daughter and four others.",6/12/2003,
0,2003-04-23T05:00:00+0000,IRAN SAID TO SEND AGENTS INTO IRAQ,World,"United States officials say Iranian-trained agents have crossed into southern Iraq since fall of Saddam Hussein and are working in Najaf, Karbala and Basra to promote friendly Shiite clerics and advance Iranian interests; say agents reportedly include members of Badr Brigade, military wing of Supreme Council for Islamic Revolution in Iraq, Iraqi Shiite group with headquarters in Iran; other agents may include irregular members of special unit of Iran's Revolutionary Guards; express concern that Iran may be meddling to promote Iranian model of government, Islamic republic headed by Shiite cleric (M)",4/23/2003,
1,2003-04-15T05:00:00+0000,Latest in Series Of Bold Breaks Frees 3 Inmates At French Jail,World,"In France, third major prison escape in month and fifth since start of year occurs at high-security prison at Luynes, where accomplices descend on prison in helicopter, then use buzz saw to cut through steel security netting and free three inmates; prison breaks have embarrassed Prime Min Jean-Pierre Raffarin government, which has put domestic security at top of its legislative agenda; government is being forced to rethink security in prisons, most of which have severe overcrowding (M)",4/15/2003,
2,2003-03-08T05:00:00+0000,"Despite Accord, Reconciliation Proves Elusive in Ivory Coast",World,"Talks on so-called national reconciliation in Ivory Coast continue as both sides attempt to hammer out agreement determining how much power each side would wield; peace accord struck nearly six weeks ago in France envisions power-sharing between Pres Laurent Gbagbo government, which controls southern half of Ivory Coast, and rebel groups that control north and much of west; rebels have agreed to drop claims to two key cabinet posts but seek concessions, including guarantee of safety of their leaders and ceding of prime minister post to veteran politician Seydou Diarra; map (M)",3/8/2003,
3,2003-07-26T05:00:00+0000,How far under water is Eurostar?,World,"LONDON:—  The tunnel under the English Channel, opened in 1994 with the promise of revolutionizing travel and fostering European cooperation, is under water in many ways these days. ",7/26/2003,
